"AccountScore","Account Id","BillingState","CloseDate","Division","Industry","Ownership","Rating","StartDate","Type","CLV"
"D",13413,"New York","2016-01-03","Ground Vehicle","Biotechnology","Private","Hot","2015-11-12","Competitor",19680
"F",10306,"Texas","2014-07-03","Ground Vehicle","Hospitality","Public","Warm","2014-04-16","Customer",19200
"B",49539,"Texas","2016-02-13","Standard Hardware","Consulting","Private","Hot","2015-11-19","Customer",8230
"B",18007,"Texas","2015-06-22","Ground Vehicle","Banking","Private","Hot","2015-04-03","Customer",19680
"B",24990,"Texas","2015-07-16","Frames","Retail","Public","Warm","2015-06-20","Consulting",20680
"F",10810,"Texas","2015-03-15","Ground Vehicle","Manufacturing","Public","Warm","2014-12-24","Customer",19200
"F",49236,"California","2014-10-16","Standard Hardware","Shipping","Private","Hot","2014-07-21","Customer",14230
"D",21488,"Boston","2014-03-24","Engine Parts","Banking","Public","Cold","2014-02-18","Customer",22160
"C",16463,"New York","2016-02-03","Ground Vehicle","Shipping","Private","Cold","2015-12-06","Customer",19200
"J",93,"Texas","2014-03-28","Naval","Retail","Private","Warm","2014-02-01","Consulting",37180
"B",48713,"Boston","2015-01-02","Standard Hardware","Retail","Public","Cold","2014-10-21","Partner",21230
"B",9090,"Texas","2014-07-25","Ground Vehicle","Apparel","Private","Hot","2014-05-12","Customer",20200
"A",42666,"Texas","2014-10-04","Standard Materials","Manufacturing","Public","Cold","2014-08-28","Reseller",19160
"H",6361,"Texas","2014-11-17","Standard Mounts","Consulting","Private","Hot","2014-09-16","Customer",19200
"B",7663,"Boston","2014-04-29","Mapping","Biotechnology","Public","Hot","2014-03-14","Competitor",16700
"A",54516,"Texas","2014-10-19","Navigation","Shipping","Public","Cold","2014-09-24","Customer",19640
"E",21412,"California","2014-06-09","Engine Parts","Hospitality","Public","Cold","2014-05-11","Customer",19640
"B",19205,"Texas","2016-03-01","Miniaturized Parts","Hospitality","Public","Hot","2015-12-09","Competitor",18890
"B",14655,"California","2014-05-20","Ground Vehicle","Hospitality","Private","Warm","2014-02-21","Consulting",20680
"B",10744,"Texas","2015-10-25","Ground Vehicle","Banking","Private","Cold","2015-08-08","Customer",19200
"A",43651,"Texas","2015-04-02","Standard Materials","Shipping","Public","Hot","2015-03-01","Customer",19160
"B",50497,"Texas","2015-01-06","Standard Hardware","Shipping","Public","Cold","2014-10-09","Customer",10230
"A",43505,"Texas","2015-11-28","Standard Materials","Banking","Public","Cold","2015-11-01","Customer",20160
"A",41422,"New York","2015-06-29","Standard Materials","Banking","Public","Cold","2015-06-06","Customer",20160
"J",21727,"Texas","2014-04-15","Engine Parts","Consulting","Public","Cold","2014-03-10","Partner",20160
"B",10159,"New York","2014-10-30","Ground Vehicle","Hospitality","Private","Hot","2014-08-11","Customer",18680
"G",11646,"California","2015-08-26","Ground Vehicle","Retail","Public","Warm","2015-06-20","Consulting",19200
"C",53812,"Texas","2016-01-12","Navigation","Retail","Public","Cold","2015-12-10","Customer",20640
"B",49387,"Texas","2014-07-11","Standard Hardware","Retail","Private","Cold","2014-04-20","Partner",10230
"B",8167,"New York","2015-05-07","Mapping","Technology","Private","Hot","2015-02-21","Competitor",21700
"D",50966,"Boston","2015-10-22","Standard Hardware","Retail","Public","Warm","2015-08-26","Consulting",10230
"B",9935,"Texas","2015-12-07","Ground Vehicle","Consulting","Public","Cold","2015-09-12","Customer",19200
"B",11434,"Boston","2014-06-26","Ground Vehicle","Shipping","Private","Cold","2014-04-05","Customer",19200
"G",36,"Texas","2014-06-26","Naval","Biotechnology","Public","Hot","2014-04-19","Customer",25880
"B",398,"Texas","2014-05-23","Naval","Hospitality","Private","Hot","2014-03-25","Customer",17180
"G",7175,"Texas","2015-08-12","Mapping","Biotechnology","Private","Hot","2015-06-18","Customer",17700
"E",14495,"Texas","2015-04-10","Ground Vehicle","Consulting","Public","Hot","2015-02-07","Customer",19200
"B",10524,"Texas","2015-01-18","Ground Vehicle","Banking","Private","Warm","2014-10-30","Consulting",20680
"B",19246,"Texas","2014-07-22","Miniaturized Parts","Banking","Public","Warm","2014-04-28","Customer",18890
"D",40828,"New York","2014-03-24","Standard Materials","Biotechnology","Public","Warm","2014-02-18","Customer",19160
"C",44057,"Texas","2014-06-29","Standard Materials","Consulting","Public","Cold","2014-05-20","Customer",20160
"B",1278,"Texas","2014-07-15","Compliance","Retail","Private","Warm","2014-05-09","Consulting",18640
"B",49883,"New York","2015-12-19","Standard Hardware","Apparel","Public","Warm","2015-10-18","Partner",12230
"C",13076,"Texas","2015-12-16","Ground Vehicle","Manufacturing","Private","Hot","2015-10-21","Customer",19200
"B",16752,"California","2014-09-19","Ground Vehicle","Retail","Public","Cold","2014-07-03","Customer",19200
"C",21960,"New York","2014-07-05","Engine Parts","Retail","Public","Cold","2014-05-27","Customer",21160
"G",18739,"New York","2015-05-22","Miniaturized Parts","Apparel","Public","Hot","2015-03-31","Customer",17890
"B",14906,"California","2014-08-12","Ground Vehicle","Hospitality","Public","Warm","2014-05-23","Customer",19200
"K",18282,"Texas","2015-01-31","Ground Vehicle","Shipping","Private","Hot","2014-11-26","Customer",19680
"G",51832,"California","2015-05-11","Raw Materials","Retail","Private","Hot","2015-03-28","Customer",18120
"K",48631,"Texas","2014-12-08","Standard Hardware","Retail","Public","Warm","2014-09-30","Consulting",41230
"A",13521,"California","2014-12-09","Ground Vehicle","Apparel","Private","Warm","2014-10-18","Customer",19200
"I",16725,"Boston","2015-11-21","Ground Vehicle","Retail","Public","Cold","2015-09-29","Customer",19200
"B",51020,"Texas","2015-02-07","Standard Hardware","Consulting","Private","Hot","2014-11-12","Partner",37230
"D",14027,"California","2015-03-28","Ground Vehicle","Shipping","Public","Hot","2015-01-25","Customer",19200
"B",1782,"New York","2014-10-07","Compliance","Technology","Private","Hot","2014-07-17","Consulting",32220
"A",41969,"New York","2014-07-27","Standard Materials","Shipping","Public","Cold","2014-07-02","Customer",19160
"H",49551,"New York","2015-09-04","Standard Hardware","Consulting","Public","Hot","2015-07-28","Consulting",7230
"B",16635,"California","2016-03-04","Ground Vehicle","Retail","Public","Cold","2015-12-20","Customer",19200
"E",44573,"Texas","2014-06-06","Standard Materials","Manufacturing","Public","Cold","2014-05-03","Customer",19160
"H",5523,"Texas","2014-10-28","Standard Mounts","Hospitality","Public","Warm","2014-09-03","Customer",19200
"B",50135,"Texas","2015-10-30","Standard Hardware","Retail","Public","Warm","2015-08-18","Consulting",25230
"C",6125,"Texas","2014-02-06","Standard Mounts","Hospitality","Public","Hot","2014-01-26","Customer",29230
"B",6692,"New York","2014-03-06","Mapping","Retail","Private","Hot","2014-01-04","Customer",25060
"A",16173,"California","2014-05-04","Ground Vehicle","Apparel","Private","Hot","2014-03-08","Customer",19200
"D",43003,"Texas","2015-04-28","Standard Materials","Retail","Public","Cold","2015-03-31","Customer",19160
"J",21398,"Texas","2015-01-23","Engine Parts","Consulting","Public","Cold","2014-12-22","Customer",20640
"E",44242,"Texas","2014-07-19","Standard Materials","Hospitality","Public","Cold","2014-06-20","Customer",19160
"F",15310,"Texas","2015-01-31","Ground Vehicle","Banking","Public","Hot","2014-11-15","Competitor",18680
"C",51924,"Texas","2015-08-24","Raw Materials","Banking","Private","Hot","2015-07-02","Partner",24120
"D",51883,"New York","2015-02-06","Raw Materials","Hospitality","Public","Hot","2015-01-21","Customer",15120
"C",13444,"Texas","2015-06-17","Ground Vehicle","Biotechnology","Private","Cold","2015-04-16","Customer",19200
"B",49864,"Texas","2015-02-15","Standard Hardware","Apparel","Public","Warm","2014-11-26","Partner",18230
"F",7088,"California","2014-09-22","Mapping","Technology","Public","Hot","2014-07-05","Customer",24060
"B",2815,"Texas","2015-07-02","Compliance","Retail","Public","Warm","2015-04-15","Consulting",16220
"E",3097,"Texas","2015-10-12","Compliance","Hospitality","Private","Hot","2015-08-13","Competitor",19640
"F",8737,"New York","2014-06-14","Ground Vehicle","Technology","Private","Cold","2014-04-04","Customer",19200
"C",4014,"Texas","2014-04-12","Compliance","Manufacturing","Private","Hot","2014-02-27","Customer",19640
"I",50187,"California","2015-05-15","Standard Hardware","Retail","Public","Warm","2015-03-28","Consulting",23230
"M",54577,"Texas","2015-07-30","Navigation","Consulting","Public","Cold","2015-07-02","Partner",18640
"E",6128,"Texas","2015-11-04","Standard Mounts","Hospitality","Private","Warm","2015-09-04","Customer",19200
"A",42347,"California","2015-02-03","Standard Materials","Hospitality","Public","Cold","2014-12-25","Reseller",21160
"D",41516,"Texas","2015-01-11","Standard Materials","Banking","Public","Cold","2014-12-01","Customer",20160
"B",5774,"California","2015-06-22","Standard Mounts","Hospitality","Private","Cold","2015-04-06","Consulting",19680
"B",52273,"Texas","2014-06-11","Raw Materials","Hospitality","Public","Hot","2014-04-01","Competitor",19120
"D",41758,"Boston","2014-02-20","Standard Materials","Biotechnology","Public","Warm","2014-01-13","Competitor",19160
"B",14962,"Texas","2014-12-23","Ground Vehicle","Hospitality","Private","Warm","2014-10-01","Customer",19200
"D",22309,"Texas","2016-01-17","Engine Parts","Retail","Public","Cold","2015-12-12","Customer",19640
"B",12337,"Texas","2015-02-14","Ground Vehicle","Hospitality","Private","Warm","2014-12-11","Customer",19200
"B",48766,"California","2015-05-25","Standard Hardware","Consulting","Public","Cold","2015-03-08","Consulting",22230
"F",14164,"New York","2015-08-29","Ground Vehicle","Retail","Public","Warm","2015-06-08","Consulting",18680
"C",18506,"California","2015-06-29","Miniaturized Parts","Hospitality","Public","Hot","2015-06-10","Consulting",17890
"E",21796,"Texas","2015-12-28","Engine Parts","Hospitality","Public","Warm","2015-11-19","Customer",20640
"C",11502,"New York","2014-10-21","Ground Vehicle","Shipping","Private","Cold","2014-08-22","Customer",19200
"B",16072,"California","2014-12-04","Ground Vehicle","Apparel","Private","Hot","2014-09-29","Customer",19200
"D",5431,"California","2015-10-14","Standard Mounts","Retail","Private","Hot","2015-08-16","Customer",20200
"G",15920,"California","2014-04-27","Ground Vehicle","Biotechnology","Public","Hot","2014-02-18","Competitor",23200
"F",7146,"New York","2014-05-31","Mapping","Technology","Public","Hot","2014-03-09","Customer",18700
"F",17924,"Boston","2015-04-29","Ground Vehicle","Banking","Private","Cold","2015-02-16","Customer",19200
"D",10590,"New York","2014-09-03","Ground Vehicle","Banking","Public","Cold","2014-07-08","Customer",22200
"A",6908,"New York","2016-01-08","Mapping","Banking","Public","Hot","2015-11-11","Customer",44286
"B",1708,"Texas","2014-11-01","Compliance","Manufacturing","Public","Hot","2014-08-24","Customer",20640
"B",1416,"California","2015-06-23","Compliance","Hospitality","Public","Warm","2015-04-07","Consulting",19640
"B",6999,"Texas","2015-04-07","Mapping","Manufacturing","Private","Hot","2015-01-12","Customer",19700
"E",16122,"Texas","2016-01-25","Ground Vehicle","Apparel","Private","Hot","2015-12-05","Competitor",21200
"A",43847,"New York","2014-08-17","Standard Materials","Shipping","Public","Hot","2014-07-26","Customer",19160
"G",51730,"Texas","2015-07-18","Raw Materials","Technology","Public","Hot","2015-06-10","Customer",28120
"C",11995,"Texas","2015-10-18","Ground Vehicle","Consulting","Private","Hot","2015-08-16","Customer",19200
"G",18397,"Boston","2014-10-20","Miniaturized Parts","Shipping","Private","Hot","2014-07-31","Customer",18890
"B",5667,"California","2015-07-15","Standard Mounts","Retail","Private","Hot","2015-05-16","Customer",19200
"D",3987,"Texas","2015-03-08","Compliance","Banking","Private","Hot","2015-01-06","Competitor",19640
"B",1228,"California","2015-01-27","Compliance","Retail","Private","Cold","2014-11-24","Customer",17640
"H",41052,"Texas","2015-05-11","Standard Materials","Shipping","Public","Cold","2015-04-08","Customer",19160
"C",8389,"New York","2016-01-18","Mapping","Retail","Public","Hot","2015-12-06","Competitor",17700
"D",43922,"Texas","2014-12-01","Standard Materials","Retail","Public","Cold","2014-10-25","Customer",20160
"B",462,"Texas","2015-10-20","Naval","Manufacturing","Public","Hot","2015-08-01","Customer",16180
"A",54466,"New York","2014-11-01","Navigation","Apparel","Public","Cold","2014-09-22","Competitor",20640
"D",21927,"Texas","2015-12-23","Engine Parts","Shipping","Public","Cold","2015-11-17","Customer",20640
"F",12677,"New York","2015-08-19","Ground Vehicle","Banking","Public","Cold","2015-05-30","Customer",19680
"E",14835,"Texas","2014-03-31","Ground Vehicle","Hospitality","Private","Warm","2014-01-29","Customer",19200
"A",25078,"Texas","2015-07-17","Frames","Banking","Public","Warm","2015-05-29","Consulting",18680
"B",50686,"Texas","2016-02-12","Standard Hardware","Shipping","Private","Hot","2015-11-19","Customer",14230
"B",13196,"Texas","2014-11-01","Ground Vehicle","Shipping","Private","Hot","2014-08-21","Customer",19680
"H",40817,"California","2015-07-16","Standard Materials","Biotechnology","Public","Warm","2015-06-16","Customer",19160
"B",15868,"Boston","2014-05-30","Ground Vehicle","Biotechnology","Private","Warm","2014-03-30","Reseller",20200
"G",15294,"New York","2015-12-14","Ground Vehicle","Banking","Private","Warm","2015-10-26","Consulting",24200
"A",16033,"California","2015-03-06","Ground Vehicle","Apparel","Public","Hot","2014-12-31","Customer",19200
"F",17843,"New York","2015-07-04","Ground Vehicle","Banking","Private","Hot","2015-04-19","Competitor",21200
"F",2311,"California","2016-02-09","Compliance","Hospitality","Public","Hot","2015-12-06","Customer",34640
"F",15315,"New York","2015-03-12","Ground Vehicle","Banking","Public","Cold","2015-01-01","Customer",20200
"E",24279,"Texas","2014-12-17","Frames","Apparel","Public","Hot","2014-10-20","Customer",19680
"J",9694,"Texas","2014-08-02","Ground Vehicle","Consulting","Private","Cold","2014-06-15","Consulting",20200
"F",23923,"New York","2015-03-03","Frames","Apparel","Private","Hot","2014-12-26","Customer",21680
"F",16011,"Texas","2015-06-12","Ground Vehicle","Apparel","Public","Hot","2015-03-31","Competitor",19200
"A",21906,"New York","2015-05-10","Engine Parts","Apparel","Public","Cold","2015-04-20","Competitor",19160
"K",14859,"Texas","2014-10-21","Ground Vehicle","Hospitality","Private","Warm","2014-09-02","Customer",18680
"B",16845,"New York","2014-08-26","Ground Vehicle","Retail","Public","Hot","2014-06-11","Competitor",19200
"E",41629,"Texas","2015-05-01","Standard Materials","Manufacturing","Public","Cold","2015-03-25","Customer",19160
"B",8459,"Texas","2014-05-07","Mapping","Hospitality","Private","Cold","2014-03-11","Customer",19060
"A",9203,"New York","2016-01-30","Ground Vehicle","Shipping","Public","Cold","2015-12-06","Customer",19200
"I",5672,"California","2015-09-08","Standard Mounts","Retail","Private","Hot","2015-07-20","Customer",19200
"B",6466,"New York","2014-11-11","Mapping","Technology","Private","Hot","2014-08-22","Customer",18700
"B",18455,"California","2015-04-24","Miniaturized Parts","Retail","Private","Hot","2015-01-31","Customer",18890
"E",44089,"Texas","2015-04-14","Standard Materials","Consulting","Public","Cold","2015-03-10","Partner",19160
"G",15827,"Boston","2014-06-21","Ground Vehicle","Biotechnology","Public","Hot","2014-04-08","Competitor",21680
