Product,Region,Vertical,Close Date,Distributor,Discount Level,Margin
Clutches,Brazil,Defense,1/1/15,Nokemi,Silver,13
Ball Bearings,Brazil,Defense,4/1/15,Nokemi,Silver,5
Lift Supports,Brazil,Defense,7/1/15,DIMAGO,Gold,20
Ball Bearings,Brazil,Defense,4/1/15,Nisizu,Silver,24
Ball Bearings,India,Manufacturing,7/1/15,BERLIN & DRIVE,Silver,81
Lift Supports,Germany,Insurance,7/1/15,Nokemi,Gold,6
Wheel Bearings,Germany,Insurance,10/1/15,Nokemi,Gold,2
Alternators,France,Insurance,7/1/15,Nisizu,Gold,10
Wheel Bearings,Germany,Insurance,1/1/15,Nokemi,Silver,4
Ball Bearings,Germany,Insurance,4/1/15,Nokemi,Gold,14
Brake Pads,Germany,Insurance,10/1/15,Nisizu,Silver,17
Wheel Bearings,Germany,Insurance,7/1/15,Nokemi,Gold,15
Alternators,Western United States,Banking,7/1/15,BDINC,Gold,13
Brakes,France,Insurance,10/1/15,Nokemi,Gold,95
Brakes,Japan,Manufacturing,1/1/15,Nokemi,Gold,4
Brakes,Japan,Manufacturing,4/1/15,Nokemi,Silver,84
Wheel Bearings,Latin America,Manufacturing,10/1/15,BERLIN & DRIVE,Gold,5
Planetary Gears,Latin America,Manufacturing,1/1/15,BERLIN & DRIVE,Gold,15
Wheel Bearings,Latin America,Manufacturing,4/1/15,BERLIN & DRIVE,Gold,28
Planetary Gears,Latin America,Manufacturing,7/1/15,BERLIN & DRIVE,Gold,103
Wheel Bearings,Latin America,Manufacturing,10/1/15,BERLIN & DRIVE,Gold,99
Planetary Gears,Latin America,Manufacturing,1/1/15,BERLIN & DRIVE,Gold,4
Clutches,Latin America,Manufacturing,7/1/15,Nokemi,Gold,29
Ball Bearings,Latin America,Manufacturing,10/1/15,Nokemi,Silver,17
Clutches,Latin America,Manufacturing,1/1/15,Nokemi,Gold,5
Clutches,Italy,High Tech,1/1/15,Nisizu,Gold,0
Clutches,Italy,High Tech,4/1/15,Nisizu,Gold,102
Wheel Bearings,India,Retail,4/1/15,Nokemi,Gold,9
Brakes,Latin America,High Tech,7/1/15,Nisizu,Gold,0
Clutches,Latin America,High Tech,10/1/15,Nisizu,Gold,1
Wiper Gears,United Kingdom,Public Sector,4/1/15,BERLIN & DRIVE,Gold,4
Brake Pads,United Kingdom,Public Sector,7/1/15,BERLIN & DRIVE,Gold,1
Hybrid Motors,United Kingdom,Public Sector,10/1/15,BERLIN & DRIVE,Gold,37
Lift Supports,United Kingdom,Public Sector,1/1/15,BERLIN & DRIVE,Gold,3
Ball Bearings,United Kingdom,Public Sector,4/1/15,BERLIN & DRIVE,Silver,7
Clutches,United Kingdom,Public Sector,7/1/15,BERLIN & DRIVE,Gold,22
Planetary Gears,United Kingdom,Public Sector,10/1/15,BERLIN & DRIVE,Gold,11
Wheel Bearings,United Kingdom,Public Sector,7/1/15,Nokemi,Gold,2
Wiper Gears,United Kingdom,Public Sector,1/1/15,BERLIN & DRIVE,Gold,2
Brake Pads,United Kingdom,Public Sector,4/1/15,BERLIN & DRIVE,Gold,22
Hybrid Motors,United Kingdom,Public Sector,7/1/15,BERLIN & DRIVE,Gold,17
Lift Supports,United Kingdom,Public Sector,10/1/15,BERLIN & DRIVE,Gold,3
Ball Bearings,United Kingdom,Public Sector,1/1/15,BERLIN & DRIVE,Gold,27
Clutches,United Kingdom,Public Sector,4/1/15,BERLIN & DRIVE,Gold,34
Planetary Gears,United Kingdom,Public Sector,7/1/15,BERLIN & DRIVE,Gold,13
Ball Bearings,Africa,Utilities,10/1/15,BDINC,Silver,10
Hybrid Motors,Africa,Utilities,1/1/15,BDINC,Gold,0
Hybrid Motors,Africa,Utilities,10/1/15,Nokemi,Gold,3
Wheel Bearings,South East Asia,Media,1/1/15,Nokemi,Silver,89
Ball Bearings,South East Asia,Media,4/1/15,Nokemi,Silver,120
Clutches,South East Asia,Media,7/1/15,Nokemi,Gold,110
Ball Bearings,Western United States,Life Sciences,1/1/15,Nisizu,Gold,35
Wheel Bearings,Brazil,Manufacturing,10/1/15,Nokemi,Gold,35
Ball Bearings,Japan,Wholesale Distribution,4/1/15,Nisizu,Gold,1
Clutches,Japan,Wholesale Distribution,7/1/15,Nisizu,Gold,13
Alternators,Japan,Wholesale Distribution,10/1/15,Nisizu,Gold,20
Wheel Bearings,Western United States,Public Sector,1/1/15,Nokemi,Gold,13
Wheel Bearings,United Kingdom,Banking,4/1/15,Nokemi,Gold,28
Wheel Bearings,United Kingdom,Manufacturing,7/1/15,Nokemi,Gold,102
Wheel Bearings,United Kingdom,Manufacturing,10/1/15,Nokemi,Gold,110
Wheel Bearings,United Kingdom,Manufacturing,1/1/15,Nokemi,Gold,80
Wheel Bearings,United Kingdom,Manufacturing,4/1/15,Nokemi,Gold,116
Brake Pads,South East Asia,Oil and Gas,1/1/15,Nisizu,Silver,11
Ball Bearings,South East Asia,Oil and Gas,4/1/15,Nisizu,Gold,1
Brakes,Africa,Public Sector,7/1/15,Nokemi,Silver,108
Alternators,Middle East,Oil and Gas,7/1/15,Nisizu,Silver,20
Lift Supports,Middle East,Oil and Gas,10/1/15,Nokemi,Gold,11
Wheel Bearings,Middle East,Oil and Gas,1/1/15,Nokemi,Silver,0
Wiper Gears,Middle East,Oil and Gas,4/1/15,Nokemi,Silver,2
Ball Bearings,Middle East,Oil and Gas,7/1/15,Nokemi,Gold,7
Alternators,United Kingdom,Wholesale Distribution,10/1/15,Nisizu,Gold,3
Alternators,United Kingdom,Insurance,1/1/15,Nisizu,Silver,12
Wheel Bearings,Africa,Public Sector,10/1/15,Nokemi,Gold,5
Wheel Bearings,Brazil,Public Sector,4/1/15,Nisizu,Gold,28
Wiper Gears,Brazil,Public Sector,7/1/15,Nisizu,Silver,0
Clutches,Brazil,Public Sector,10/1/15,Nisizu,Gold,2
Planetary Gears,Brazil,Public Sector,1/1/15,Nisizu,Silver,5
Wheel Bearings,Brazil,Public Sector,1/1/15,Nokemi,Gold,3
Alternators,Middle East,Oil and Gas,4/1/15,Nisizu,Gold,2
Clutches,Middle East,Oil and Gas,7/1/15,Nisizu,Gold,2
Ball Bearings,Africa,Consumer Products,10/1/15,DIMAGO,Gold,88
Brakes,France,Chemicals,4/1/15,Nokemi,Gold,23
Brakes,United Kingdom,Media,10/1/15,BERLIN & DRIVE,Gold,11
Rotor Screws,United Kingdom,Media,1/1/15,BERLIN & DRIVE,Gold,7
Ball Bearings,United Kingdom,Media,4/1/15,BERLIN & DRIVE,Silver,17
Clutches,United Kingdom,Media,7/1/15,BERLIN & DRIVE,Gold,8
Planetary Gears,United Kingdom,Media,10/1/15,BERLIN & DRIVE,Silver,3
Wheel Bearings,South East Asia,Media,7/1/15,Nokemi,Gold,1
Brakes,Africa,Media,1/1/15,DIMAGO,Gold,0
Wheel Bearings,United Kingdom,Banking,10/1/15,Nokemi,Gold,12
Wheel Bearings,United Kingdom,Banking,1/1/15,Nokemi,Gold,30
Brakes,South East Asia,Automotive,4/1/15,Nokemi,Gold,1
Belt drives,Germany,Healthcare,7/1/15,Nokemi,Gold,8
Belt drives,Germany,High Tech,10/1/15,Nisizu,Silver,33
Ball Bearings,Western United States,Consumer Products,10/1/15,Nokemi,Gold,18
Wiper Gears,France,Manufacturing,4/1/15,BDINC,Gold,14
Belt drives,Germany,Defense,1/1/15,Nokemi,Silver,76
Wheel Bearings,France,Banking,4/1/15,Nokemi,Gold,10
Brakes,India,Oil and Gas,7/1/15,BDINC,Gold,116
Ball Bearings,India,Oil and Gas,10/1/15,BDINC,Gold,95
Clutches,India,Oil and Gas,1/1/15,BDINC,Gold,30
Brakes,Middle East,Heavy Engineering,1/1/15,Nisizu,Gold,18
Clutches,Middle East,Heavy Engineering,4/1/15,Nisizu,Gold,11
Brakes,Middle East,Consumer Products,7/1/15,Nisizu,Silver,7
Ball Bearings,Middle East,Consumer Products,10/1/15,Nisizu,Silver,0
Clutches,Middle East,Consumer Products,1/1/15,Nisizu,Gold,4
Planetary Gears,Middle East,Consumer Products,4/1/15,Nisizu,Gold,0
Wheel Bearings,Middle East,Heavy Engineering,7/1/15,Nokemi,Gold,4
Ball Bearings,Middle East,Heavy Engineering,10/1/15,Nokemi,Gold,4
Clutches,Middle East,Heavy Engineering,1/1/15,Nokemi,Silver,10
Planetary Gears,Middle East,Heavy Engineering,4/1/15,Nokemi,Gold,21
Wheel Bearings,Middle East,Heavy Engineering,4/1/15,BDINC,Silver,22
Ball Bearings,Middle East,Heavy Engineering,7/1/15,BDINC,Gold,4
Clutches,Middle East,Heavy Engineering,10/1/15,BDINC,Gold,3
Wheel Bearings,Middle East,Heavy Engineering,1/1/15,BDINC,Gold,87
Ball Bearings,Middle East,Heavy Engineering,4/1/15,BDINC,Gold,107
Clutches,Middle East,Heavy Engineering,7/1/15,BDINC,Silver,111
Ball Bearings,Middle East,Defense,7/1/15,Nisizu,Silver,16
Wheel Bearings,Middle East,Defense,10/1/15,BDINC,Gold,143
Hybrid Motors,Middle East,Defense,1/1/15,BDINC,Gold,104
Lift Supports,Middle East,Defense,4/1/15,BDINC,Gold,103
Ball Bearings,Middle East,Defense,7/1/15,BDINC,Silver,102
Clutches,Middle East,Defense,10/1/15,BDINC,Gold,116
Planetary Gears,Middle East,Defense,1/1/15,BDINC,Gold,76
Wheel Bearings,Middle East,Chemicals,7/1/15,Nokemi,Gold,23
Wiper Gears,Middle East,Chemicals,10/1/15,Nokemi,Silver,19
Alternators,Middle East,Chemicals,1/1/15,Nokemi,Gold,0
Clutches,Middle East,Chemicals,4/1/15,Nokemi,Silver,7
Clutches,Middle East,Heavy Engineering,7/1/15,Nokemi,Silver,25
Wiper Gears,Middle East,Heavy Engineering,10/1/15,Nisizu,Gold,0
Wheel Bearings,Middle East,Banking,10/1/15,Nokemi,Gold,6
Wheel Bearings,Middle East,Automotive,10/1/15,APPLIC IND,Gold,111
Lift Supports,Middle East,Automotive,1/1/15,Nokemi,Gold,9
Wiper Gears,Middle East,Automotive,4/1/15,Nokemi,Gold,2
Ball Bearings,Middle East,Automotive,1/1/15,Nisizu,Silver,115
Brakes,Middle East,Manufacturing,4/1/15,BDINC,Gold,30
Brakes,Middle East,Wholesale Distribution,7/1/15,Nokemi,Gold,3
Wheel Bearings,Middle East,Wholesale Distribution,10/1/15,Nokemi,Gold,18
Brake Pads,Middle East,Retail,1/1/15,BERLIN & DRIVE,Silver,10
Ball Bearings,Middle East,Retail,4/1/15,BERLIN & DRIVE,Gold,30
Hybrid Motors,Middle East,Retail,7/1/15,BERLIN & DRIVE,Gold,20
Brake Pads,Middle East,Retail,10/1/15,BERLIN & DRIVE,Gold,14
Ball Bearings,Middle East,Retail,1/1/15,BERLIN & DRIVE,Silver,10
Wheel Bearings,Middle East,Consumer Products,7/1/15,BDINC,Gold,121
Hybrid Motors,Middle East,Consumer Products,10/1/15,BDINC,Gold,101
Ball Bearings,Middle East,Consumer Products,1/1/15,BDINC,Silver,99
Clutches,Middle East,Consumer Products,4/1/15,BDINC,Silver,114
Wheel Bearings,Middle East,Wholesale Distribution,1/1/15,Nokemi,Gold,28
Wheel Bearings,Middle East,Heavy Engineering,7/1/15,BDINC,Gold,11
Ball Bearings,Middle East,Heavy Engineering,10/1/15,BDINC,Gold,2
Clutches,Middle East,Heavy Engineering,1/1/15,BDINC,Gold,8
Belt drives,Middle East,Consumer Products,4/1/15,Nisizu,Gold,7
Brakes,Middle East,Retail,4/1/15,Nokemi,Gold,13
Wheel Bearings,Middle East,Manufacturing,4/1/15,BERLIN & DRIVE,Gold,104
Ball Bearings,Middle East,Manufacturing,7/1/15,BERLIN & DRIVE,Silver,88
Clutches,Middle East,Manufacturing,10/1/15,BERLIN & DRIVE,Gold,90
Alternators,Middle East,Insurance,7/1/15,Nisizu,Gold,19
Ball Bearings,Middle East,Media,4/1/15,BDINC,Gold,1
Ball Bearings,Middle East,Media,10/1/15,Nisizu,Gold,119
Wheel Bearings,Middle East,Media,7/1/15,Nokemi,Silver,15
Ball Bearings,Middle East,Media,10/1/15,Nokemi,Gold,26
Ball Bearings,Middle East,Media,1/1/15,Nokemi,Silver,1
Clutches,Middle East,Media,4/1/15,Nokemi,Gold,13
Wheel Bearings,Middle East,Consumer Products,7/1/15,Nokemi,Gold,5
Wheel Bearings,Middle East,Consumer Products,10/1/15,Nokemi,Gold,5
Ball Bearings,Middle East,Automotive,1/1/15,Nokemi,Silver,27
Clutches,Middle East,Automotive,4/1/15,Nokemi,Gold,0
Wheel Bearings,Middle East,Media,7/1/15,Nokemi,Gold,18
Wheel Bearings,Middle East,Manufacturing,10/1/15,Nokemi,Gold,11
Wheel Bearings,Middle East,Retail,4/1/15,DIMAGO,Gold,74
Brakes,Middle East,Consumer Products,1/1/15,Nokemi,Silver,3
Ball Bearings,Middle East,Consumer Products,4/1/15,Nokemi,Gold,1
Clutches,Middle East,Consumer Products,7/1/15,Nokemi,Gold,111
Planetary Gears,Middle East,Consumer Products,10/1/15,Nokemi,Gold,21
Ball Bearings,Middle East,Automotive,1/1/15,Nisizu,Gold,7
Wheel Bearings,Middle East,Wholesale Distribution,7/1/15,BDINC,Silver,16
Wiper Gears,Middle East,Wholesale Distribution,10/1/15,BDINC,Gold,6
Lift Supports,Middle East,Wholesale Distribution,1/1/15,BDINC,Gold,35
Ball Bearings,Middle East,Wholesale Distribution,4/1/15,BDINC,Gold,7
Clutches,Middle East,Wholesale Distribution,7/1/15,BDINC,Silver,30
Planetary Gears,Middle East,Wholesale Distribution,10/1/15,BDINC,Gold,14
Wheel Bearings,Middle East,Wholesale Distribution,1/1/15,BDINC,Silver,0
Wiper Gears,Middle East,Wholesale Distribution,4/1/15,BDINC,Gold,17
Lift Supports,Middle East,Wholesale Distribution,7/1/15,BDINC,Gold,15
Ball Bearings,Middle East,Wholesale Distribution,10/1/15,BDINC,Silver,9
Clutches,Middle East,Wholesale Distribution,1/1/15,BDINC,Gold,0
Planetary Gears,Middle East,Wholesale Distribution,4/1/15,BDINC,Silver,22
Wheel Bearings,Middle East,Consumer Products,7/1/15,BDINC,Gold,4
Ball Bearings,Middle East,Consumer Products,10/1/15,BDINC,Gold,14
Clutches,Middle East,Consumer Products,1/1/15,BDINC,Gold,9
Planetary Gears,Middle East,Consumer Products,4/1/15,BDINC,Silver,23
Wheel Bearings,Middle East,Consumer Products,7/1/15,BDINC,Gold,92
Ball Bearings,Middle East,Consumer Products,10/1/15,BDINC,Silver,128
Clutches,Middle East,Consumer Products,1/1/15,BDINC,Gold,91
Planetary Gears,Middle East,Consumer Products,4/1/15,BDINC,Gold,93
Clutches,Middle East,Wholesale Distribution,4/1/15,Nisizu,Gold,12
Rotor Screws,Middle East,Heavy Engineering,7/1/15,Nisizu,Gold,6
Clutches,Middle East,Heavy Engineering,10/1/15,Nisizu,Gold,12
Ball Bearings,Middle East,Heavy Engineering,1/1/15,Nokemi,Gold,113
Wheel Bearings,Middle East,Heavy Engineering,4/1/15,Nokemi,Silver,21
Ball Bearings,Middle East,Heavy Engineering,7/1/15,Nokemi,Gold,22
Ball Bearings,Middle East,Heavy Engineering,10/1/15,Nokemi,Gold,2
Clutches,Middle East,Heavy Engineering,1/1/15,Nokemi,Silver,9
Brakes,Middle East,Heavy Engineering,1/1/15,BERLIN & DRIVE,Gold,24
Wiper Gears,Middle East,Media,7/1/15,BDINC,Gold,3
Brake Pads,Middle East,Heavy Engineering,4/1/15,Nokemi,Gold,2
Clutches,Middle East,Public Sector,7/1/15,Nokemi,Gold,112
Belt drives,United Kingdom,Heavy Engineering,10/1/15,Nokemi,Gold,12
Lift Supports,Middle East,Defense,10/1/15,BDINC,Silver,10
Ball Bearings,Middle East,Defense,1/1/15,BDINC,Silver,1
Brake Pads,Middle East,Defense,1/1/15,Nokemi,Gold,8
Wheel Bearings,Middle East,Retail,4/1/15,Nokemi,Silver,8
Ball Bearings,Middle East,High Tech,4/1/15,BDINC,Silver,5
Clutches,Middle East,High Tech,7/1/15,BDINC,Gold,15
Wheel Bearings,Middle East,Defense,7/1/15,Nokemi,Silver,7
Clutches,Middle East,Defense,10/1/15,BDINC,Silver,11
Ball Bearings,Middle East,Retail,1/1/15,BDINC,Gold,19
Belt drives,Middle East,Retail,4/1/15,BDINC,Gold,0
Ball Bearings,Middle East,Defense,10/1/15,Nokemi,Silver,3
Wheel Bearings,Middle East,Consumer Products,1/1/15,Nokemi,Gold,22
Wheel Bearings,Middle East,Wholesale Distribution,7/1/15,BDINC,Gold,17
Hybrid Motors,Middle East,Wholesale Distribution,10/1/15,BDINC,Gold,17
Ball Bearings,Middle East,Wholesale Distribution,1/1/15,BDINC,Gold,26
Planetary Gears,Middle East,Wholesale Distribution,4/1/15,BDINC,Gold,1
Hybrid Motors,Middle East,Wholesale Distribution,4/1/15,Nokemi,Gold,7
Ball Bearings,Middle East,Automotive,7/1/15,Nokemi,Gold,7
Alternators,Middle East,Manufacturing,10/1/15,Nokemi,Gold,6
Wheel Bearings,Middle East,Defense,1/1/15,Nokemi,Gold,9
Ball Bearings,Western United States,Wholesale Distribution,4/1/15,Nokemi,Gold,12
Brakes,Western United States,Wholesale Distribution,7/1/15,Nokemi,Silver,90
Ball Bearings,Germany,Insurance,10/1/15,Nokemi,Silver,0
Wheel Bearings,France,Consumer Products,1/1/15,Nokemi,Gold,81
Brake Pads,France,Consumer Products,1/1/15,Nisizu,Silver,15
Ball Bearings,France,Consumer Products,4/1/15,Nisizu,Silver,22
Ball Bearings,France,Consumer Products,7/1/15,Nisizu,Gold,4
Ball Bearings,France,Consumer Products,7/1/15,BDINC,Gold,0
Ball Bearings,France,Consumer Products,10/1/15,Nisizu,Gold,3
Planetary Gears,France,Consumer Products,4/1/15,Nokemi,Silver,11
Wheel Bearings,France,Consumer Products,7/1/15,Nokemi,Silver,4
Hybrid Motors,Middle East,Heavy Engineering,10/1/15,BDINC,Silver,6
Hybrid Motors,Middle East,Industrial Machinery and Components,1/1/15,BDINC,Silver,0
Brakes,Middle East,Wholesale Distribution,10/1/15,Nokemi,Gold,21
Brake Pads,Germany,Chemicals,1/1/15,Nokemi,Gold,5
Belt drives,Germany,Chemicals,1/1/15,Nisizu,Gold,94
Belt drives,Germany,Chemicals,4/1/15,Nisizu,Silver,16
Clutches,Italy,Utilities,4/1/15,Nokemi,Gold,8
Wheel Bearings,Western United States,Manufacturing,7/1/15,Nokemi,Gold,102
Ball Bearings,Italy,Media,10/1/15,Nokemi,Silver,22
Clutches,Italy,Media,1/1/15,Nokemi,Gold,2
Rotor Screws,United Kingdom,Manufacturing,7/1/15,Nisizu,Gold,1
Alternators,India,Automotive,4/1/15,Nokemi,Gold,5
Rotor Screws,Western United States,Banking,10/1/15,Nisizu,Gold,11
Rotor Screws,Germany,Manufacturing,1/1/15,Nisizu,Gold,5
Ball Bearings,Germany,Public Sector,7/1/15,Nokemi,Gold,30
Clutches,Germany,Public Sector,10/1/15,Nokemi,Silver,95
Ball Bearings,Germany,Public Sector,1/1/15,Nokemi,Gold,10
Clutches,Germany,Public Sector,4/1/15,Nokemi,Silver,1
Ball Bearings,Germany,Public Sector,7/1/15,Nokemi,Gold,90
Clutches,Germany,Public Sector,10/1/15,Nokemi,Gold,100
Wheel Bearings,Germany,Manufacturing,4/1/15,Nisizu,Gold,8
Rotor Screws,Germany,Manufacturing,7/1/15,Nisizu,Silver,3
Hybrid Motors,Germany,Manufacturing,10/1/15,Nisizu,Silver,13
Clutches,Germany,Manufacturing,1/1/15,Nisizu,Gold,16
Ball Bearings,United Kingdom,Retail,4/1/15,Nisizu,Gold,3
Ball Bearings,Latin America,Chemicals,1/1/15,Nokemi,Silver,5
Ball Bearings,South East Asia,Consumer Products,7/1/15,Nisizu,Gold,30
Wheel Bearings,Western United States,Public Sector,4/1/15,Nokemi,Silver,10
Wheel Bearings,Western United States,Public Sector,7/1/15,Nokemi,Gold,13
Wheel Bearings,Western United States,Public Sector,10/1/15,Nokemi,Gold,14
Wheel Bearings,Western United States,Public Sector,1/1/15,Nokemi,Gold,2
Wheel Bearings,Western United States,Public Sector,4/1/15,Nokemi,Silver,9
Wheel Bearings,Western United States,Public Sector,7/1/15,Nokemi,Gold,20
Wheel Bearings,Western United States,Manufacturing,10/1/15,Nokemi,Silver,10
Wheel Bearings,Western United States,Public Sector,1/1/15,Nokemi,Gold,15
Planetary Gears,United Kingdom,Manufacturing,10/1/15,Nisizu,Gold,3
Hybrid Motors,United Kingdom,Manufacturing,4/1/15,Nokemi,Gold,5
Planetary Gears,United Kingdom,Manufacturing,1/1/15,Nisizu,Silver,19
Planetary Gears,United Kingdom,Manufacturing,4/1/15,Nisizu,Gold,122
Wheel Bearings,Germany,Defense,7/1/15,Nokemi,Gold,4
Brakes,Brazil,Life Sciences,10/1/15,Nokemi,Gold,6
Hybrid Motors,Japan,Consumer Products,4/1/15,BERLIN & DRIVE,Gold,128
Alternators,Japan,Consumer Products,7/1/15,BERLIN & DRIVE,Silver,94
Ball Bearings,Japan,Consumer Products,10/1/15,BERLIN & DRIVE,Gold,100
Wiper Gears,Japan,Consumer Products,1/1/15,BERLIN & DRIVE,Silver,105
Hybrid Motors,Japan,Consumer Products,4/1/15,BERLIN & DRIVE,Silver,31
Alternators,Japan,Consumer Products,7/1/15,BERLIN & DRIVE,Gold,70
Wiper Gears,United Kingdom,High Tech,7/1/15,Nisizu,Gold,103
Wiper Gears,United Kingdom,High Tech,1/1/15,Nokemi,Gold,100
Brakes,Japan,Manufacturing,10/1/15,Nisizu,Silver,4
Ball Bearings,Japan,Manufacturing,1/1/15,Nisizu,Silver,2
Hybrid Motors,Western United States,Industrial Machinery and Components,4/1/15,BDINC,Silver,9
Clutches,Western United States,Industrial Machinery and Components,4/1/15,Nisizu,Gold,12
Hybrid Motors,Western United States,Industrial Machinery and Components,7/1/15,BDINC,Silver,9
Ball Bearings,United Kingdom,Automotive,10/1/15,BERLIN & DRIVE,Gold,15
Ball Bearings,Latin America,Retail,10/1/15,BDINC,Silver,6
Clutches,Latin America,Retail,1/1/15,BDINC,Silver,6
Planetary Gears,Latin America,Retail,4/1/15,BDINC,Gold,0
Wheel Bearings,Italy,Manufacturing,4/1/15,Nokemi,Gold,20
Brake Pads,Germany,Oil and Gas,7/1/15,Nisizu,Silver,19
Rotor Screws,Italy,Industrial Machinery and Components,10/1/15,Nisizu,Gold,92
Rotor Screws,Italy,Industrial Machinery and Components,1/1/15,Nisizu,Silver,86
Rotor Screws,Italy,Industrial Machinery and Components,7/1/15,Nokemi,Gold,120
Ball Bearings,Germany,Media,4/1/15,Nisizu,Silver,14
Rotor Screws,Italy,Public Sector,10/1/15,Nokemi,Gold,4
Brakes,France,Public Sector,1/1/15,BERLIN & DRIVE,Silver,100
Wheel Bearings,United Kingdom,Chemicals,1/1/15,Nokemi,Silver,31
Ball Bearings,Middle East,Utilities,7/1/15,Nisizu,Gold,1
Lift Supports,Middle East,Utilities,4/1/15,Nokemi,Gold,78
Lift Supports,United Kingdom,Manufacturing,7/1/15,Nokemi,Gold,31
Ball Bearings,Western United States,Life Sciences,10/1/15,Nisizu,Gold,2
Clutches,Western United States,Life Sciences,1/1/15,Nisizu,Gold,4
Ball Bearings,Africa,Media,4/1/15,Nisizu,Gold,13
Brakes,Africa,Banking,7/1/15,Nisizu,Gold,1
Ball Bearings,Africa,Banking,10/1/15,Nisizu,Gold,2
Hybrid Motors,India,Consumer Products,10/1/15,Nokemi,Gold,11
Wheel Bearings,Brazil,Public Sector,1/1/15,Nokemi,Gold,13
Wheel Bearings,Brazil,Public Sector,4/1/15,Nokemi,Gold,7
Wheel Bearings,Japan,Media,7/1/15,Nokemi,Gold,15
Hybrid Motors,Germany,Media,10/1/15,Nokemi,Silver,7
Clutches,Africa,Media,1/1/15,Nisizu,Gold,99
Clutches,Africa,Media,1/1/15,Nokemi,Gold,12
Wheel Bearings,France,Consumer Products,4/1/15,Nokemi,Gold,26
Wheel Bearings,France,Consumer Products,7/1/15,Nokemi,Silver,0
Wheel Bearings,France,Consumer Products,10/1/15,Nokemi,Gold,31
Wheel Bearings,France,Consumer Products,1/1/15,Nokemi,Gold,10
Lift Supports,Western United States,Consumer Products,4/1/15,Nokemi,Gold,18
Lift Supports,Western United States,Consumer Products,7/1/15,Nokemi,Gold,0
Lift Supports,Western United States,Consumer Products,10/1/15,Nokemi,Gold,28
Lift Supports,Western United States,Consumer Products,1/1/15,Nokemi,Gold,1
Lift Supports,Western United States,Consumer Products,4/1/15,Nokemi,Gold,0
Lift Supports,Western United States,Consumer Products,7/1/15,Nokemi,Silver,6
Lift Supports,Western United States,Consumer Products,10/1/15,Nokemi,Gold,109
Lift Supports,Western United States,Consumer Products,1/1/15,Nokemi,Gold,0
Lift Supports,Western United States,Consumer Products,4/1/15,Nokemi,Gold,10
Lift Supports,Western United States,Consumer Products,7/1/15,Nokemi,Gold,2
Brakes,France,Consumer Products,10/1/15,Nokemi,Gold,91
Brakes,Africa,Public Sector,1/1/15,Nokemi,Gold,97
Ball Bearings,Africa,Public Sector,4/1/15,Nokemi,Silver,12
